order_id,customer_id,rider_id,facility_id,order_date,order_time,service_type,weight_kg,base_price_per_kg,discount_pct,final_amount,payment_method,status,pickup_time,delivery_time,customer_rating,is_first_order,promo_used
ORD00647,CUST0218,RIDER010,FAC01,02-04-2024,7.21.09,Wash & Iron,3.6,299,0,1076.4,Debit Card,Completed,02-04-2024 10.17,02-04-2024 20.03,3.6,FALSE,TRUE
ORD00648,CUST0072,RIDER030,FAC08,24-08-2023,3.53.05,Wash & Fold,5.5,199,20,875.6,Debit Card,Cancelled,,,,TRUE,TRUE
ORD00649,CUST0181,RIDER042,FAC06,24-01-2024,20.34.32,Premium Care,2.5,599,20,1198,Cash,Cancelled,,,,FALSE,FALSE
ORD00650,CUST0093,RIDER037,FAC05,05-08-2023,4.38.10,Ironing,7.5,149,0,1117.5,Credit Card,Delayed,05-08-2023 6.49,06-08-2023 8.22,,FALSE,FALSE
ORD00651,CUST0050,RIDER043,FAC02,27-03-2024,1.29.36,Ironing,5.1,149,20,607.92,Cash,Completed,27-03-2024 2.09,28-03-2024 0.48,4.8,FALSE,FALSE
ORD00652,CUST0033,RIDER004,FAC05,22-08-2024,10.20.17,Dry Clean,1.7,399,20,542.64,UPI,Delayed,22-08-2024 13.57,23-08-2024 11.24,,TRUE,FALSE
ORD00653,CUST0327,RIDER037,FAC04,09-12-2023,22.41.12,Ironing,5.2,149,20,619.84,Credit Card,Completed,10-12-2023 0.18,10-12-2023 20.38,3.1,FALSE,FALSE
ORD00654,CUST0050,RIDER014,FAC01,06-06-2023,6.30.16,Dry Clean,4,399,0,1596,Credit Card,Completed,06-06-2023 7.18,06-06-2023 16.39,4.7,FALSE,FALSE
ORD00655,CUST0293,RIDER053,FAC08,29-02-2024,13.00.19,Wash & Fold,3.4,199,10,608.94,Wallet,Delayed,29-02-2024 15.45,01-03-2024 9.20,,FALSE,FALSE
ORD00656,CUST0401,RIDER034,FAC05,09-03-2024,22.52.21,Dry Clean,6.6,399,0,2633.4,UPI,Delayed,10-03-2024 0.41,10-03-2024 9.07,,TRUE,FALSE
ORD00657,CUST0035,RIDER056,FAC03,12-04-2024,4.34.42,Premium Care,3.3,599,0,1976.7,Debit Card,Completed,12-04-2024 8.18,12-04-2024 21.14,2.7,FALSE,FALSE
ORD00658,CUST0480,RIDER059,FAC05,24-12-2024,18.10.46,Premium Care,4.5,599,0,2695.5,UPI,Completed,24-12-2024 20.35,25-12-2024 20.48,2.6,FALSE,FALSE
ORD00659,CUST0032,RIDER016,FAC08,20-11-2024,18.02.32,Wash & Fold,2,199,0,398,UPI,Delayed,20-11-2024 19.41,21-11-2024 18.09,,FALSE,FALSE
ORD00660,CUST0283,RIDER031,FAC03,18-04-2024,19.15.21,Wash & Fold,3.4,199,0,676.6,Debit Card,Completed,18-04-2024 21.50,19-04-2024 16.02,4.3,TRUE,FALSE
ORD00661,CUST0416,RIDER013,FAC07,24-06-2023,22.52.18,Ironing,4,149,0,596,UPI,Completed,24-06-2023 23.26,25-06-2023 8.59,3.9,TRUE,FALSE
ORD00662,CUST0463,RIDER024,FAC06,24-06-2024,3.57.04,Dry Clean,4,399,0,1596,Credit Card,Completed,24-06-2024 4.51,24-06-2024 15.12,3.4,FALSE,FALSE
ORD00663,CUST0369,RIDER016,FAC01,13-03-2023,10.49.58,Premium Care,1.1,599,0,658.9,UPI,Cancelled,,,,TRUE,FALSE
ORD00664,CUST0337,RIDER008,FAC02,08-08-2023,11.58.15,Wash & Fold,3.2,199,10,573.12,UPI,Completed,08-08-2023 15.57,09-08-2023 2.05,3.1,FALSE,FALSE
ORD00665,CUST0150,RIDER056,FAC04,25-07-2024,1.28.06,Ironing,7.3,149,20,870.16,Wallet,Completed,25-07-2024 4.27,26-07-2024 5.58,4.7,FALSE,FALSE
ORD00666,CUST0431,RIDER034,FAC04,23-03-2023,1.45.00,Wash & Fold,3.4,199,0,676.6,Debit Card,Cancelled,,,,FALSE,FALSE
ORD00667,CUST0256,RIDER054,FAC01,17-10-2023,5.51.08,Dry Clean,1.3,399,0,518.7,Debit Card,Completed,17-10-2023 8.37,18-10-2023 0.01,3.2,FALSE,FALSE
ORD00668,CUST0115,RIDER014,FAC07,07-03-2023,15.04.09,Wash & Fold,3,199,10,537.3,Credit Card,Completed,07-03-2023 15.38,08-03-2023 6.24,4.1,FALSE,FALSE
ORD00669,CUST0135,RIDER052,FAC04,25-01-2023,7.35.16,Premium Care,6.3,599,20,3018.96,UPI,Cancelled,,,,FALSE,FALSE
ORD00670,CUST0478,RIDER044,FAC05,04-12-2023,3.45.47,Wash & Iron,6.5,299,20,1554.8,Wallet,Completed,04-12-2023 7.05,05-12-2023 1.57,3.7,FALSE,FALSE
ORD00671,CUST0144,RIDER052,FAC05,08-02-2024,1.14.12,Ironing,2.1,149,0,312.9,UPI,Delayed,08-02-2024 5.12,08-02-2024 18.18,,FALSE,FALSE
ORD00672,CUST0415,RIDER050,FAC01,18-08-2023,18.34.34,Ironing,5,149,0,745,UPI,Completed,18-08-2023 20.20,19-08-2023 16.46,3.3,FALSE,FALSE
ORD00673,CUST0433,RIDER036,FAC04,20-10-2024,8.16.21,Dry Clean,4.1,399,0,1635.9,Cash,Completed,20-10-2024 10.24,21-10-2024 11.45,2.6,FALSE,FALSE
ORD00674,CUST0254,RIDER009,FAC04,19-04-2024,1.20.53,Premium Care,3.2,599,0,1916.8,Credit Card,Completed,19-04-2024 2.45,20-04-2024 0.25,2.9,FALSE,TRUE
ORD00675,CUST0032,RIDER046,FAC05,30-03-2023,21.26.18,Wash & Fold,2.3,199,0,457.7,Debit Card,Completed,30-03-2023 23.58,31-03-2023 9.09,2.5,FALSE,FALSE
ORD00676,CUST0105,RIDER021,FAC06,24-02-2024,18.33.25,Wash & Fold,5.2,199,0,1034.8,Cash,Completed,24-02-2024 20.49,25-02-2024 6.01,2.7,FALSE,FALSE
ORD00677,CUST0151,RIDER040,FAC01,20-01-2023,4.20.26,Ironing,5.2,149,0,774.8,Credit Card,Completed,20-01-2023 7.58,20-01-2023 23.36,3.4,FALSE,TRUE
ORD00678,CUST0298,RIDER046,FAC06,04-04-2024,5.16.41,Wash & Fold,1.7,199,0,338.3,Credit Card,Completed,04-04-2024 7.33,05-04-2024 5.38,3.4,FALSE,FALSE
ORD00679,CUST0295,RIDER041,FAC07,27-04-2023,13.35.41,Wash & Iron,6.3,299,10,1695.33,Wallet,Completed,27-04-2023 17.26,28-04-2023 19.26,4.3,FALSE,FALSE
ORD00680,CUST0467,RIDER016,FAC06,09-02-2023,22.45.09,Premium Care,4.3,599,0,2575.7,Credit Card,Completed,10-02-2023 0.21,10-02-2023 12.01,4.5,FALSE,FALSE
ORD00681,CUST0469,RIDER024,FAC08,02-09-2023,12.36.09,Wash & Fold,5.9,199,0,1174.1,Wallet,Completed,02-09-2023 14.22,03-09-2023 4.42,3.1,FALSE,FALSE
ORD00682,CUST0408,RIDER019,FAC06,04-10-2024,23.42.13,Dry Clean,7.5,399,0,2992.5,Debit Card,Completed,05-10-2024 2.33,05-10-2024 22.45,2.8,FALSE,FALSE
ORD00683,CUST0062,RIDER027,FAC05,26-04-2023,6.20.59,Premium Care,4.5,599,20,2156.4,Wallet,Completed,26-04-2023 9.59,27-04-2023 8.48,4.3,FALSE,TRUE
ORD00684,CUST0471,RIDER025,FAC07,06-11-2024,7.53.12,Wash & Fold,6.8,199,0,1353.2,Debit Card,Completed,06-11-2024 11.51,06-11-2024 22.58,2.8,FALSE,FALSE
ORD00685,CUST0024,RIDER005,FAC06,16-08-2023,21.13.16,Wash & Fold,3.4,199,20,541.28,Cash,Completed,16-08-2023 23.47,17-08-2023 19.52,4.8,FALSE,FALSE
ORD00686,CUST0480,RIDER033,FAC02,05-12-2023,9.51.10,Ironing,6.3,149,10,844.83,Credit Card,Delayed,05-12-2023 10.59,06-12-2023 9.36,,FALSE,FALSE
ORD00687,CUST0119,RIDER020,FAC08,15-10-2023,6.56.57,Wash & Iron,3.7,299,0,1106.3,Debit Card,Cancelled,,,,TRUE,FALSE
ORD00688,CUST0074,RIDER003,FAC04,12-02-2024,22.19.08,Premium Care,4.6,599,20,2204.32,Cash,Completed,12-02-2024 23.56,13-02-2024 13.02,3.8,FALSE,FALSE
ORD00689,CUST0481,RIDER059,FAC05,19-03-2023,6.11.26,Ironing,3,149,0,447,Wallet,Completed,19-03-2023 8.23,19-03-2023 19.45,4.4,FALSE,FALSE
ORD00690,CUST0277,RIDER035,FAC04,20-04-2023,12.29.19,Wash & Fold,2.4,199,20,382.08,UPI,Completed,20-04-2023 13.05,21-04-2023 14.14,3.7,FALSE,FALSE
ORD00691,CUST0362,RIDER059,FAC02,07-08-2023,21.49.55,Premium Care,4,599,0,2396,Cash,Completed,08-08-2023 1.14,08-08-2023 13.46,4.7,FALSE,TRUE
ORD00692,CUST0039,RIDER021,FAC03,17-04-2023,6.28.22,Ironing,6.1,149,0,908.9,Wallet,Completed,17-04-2023 9.47,18-04-2023 6.37,3.3,FALSE,FALSE
ORD00693,CUST0163,RIDER013,FAC01,06-06-2024,0.30.24,Wash & Fold,5.9,199,0,1174.1,UPI,Completed,06-06-2024 2.31,07-06-2024 3.53,3.1,FALSE,FALSE
ORD00694,CUST0449,RIDER006,FAC04,21-06-2023,1.00.12,Dry Clean,2.9,399,0,1157.1,UPI,Completed,21-06-2023 4.04,21-06-2023 16.33,3.6,FALSE,FALSE
ORD00695,CUST0248,RIDER034,FAC03,05-07-2024,11.10.56,Dry Clean,1.3,399,10,466.83,Debit Card,Cancelled,,,,FALSE,FALSE
ORD00696,CUST0058,RIDER057,FAC05,02-06-2024,19.58.17,Wash & Iron,4.4,299,10,1184.04,Cash,Cancelled,,,,FALSE,FALSE
ORD00697,CUST0066,RIDER050,FAC08,29-05-2024,12.22.12,Wash & Iron,1.8,299,0,538.2,Cash,Completed,29-05-2024 15.10,30-05-2024 5.14,4,FALSE,TRUE
ORD00698,CUST0163,RIDER027,FAC07,28-07-2023,2.27.46,Premium Care,2.5,599,20,1198,Cash,Completed,28-07-2023 3.10,29-07-2023 0.35,3.6,FALSE,TRUE
ORD00699,CUST0275,RIDER014,FAC02,13-01-2024,2.28.35,Dry Clean,3.4,399,20,1085.28,Wallet,Completed,13-01-2024 4.32,13-01-2024 17.16,4,TRUE,FALSE
ORD00700,CUST0033,RIDER042,FAC01,14-07-2024,23.19.09,Wash & Fold,6.6,199,0,1313.4,Wallet,Delayed,15-07-2024 0.59,15-07-2024 15.51,,FALSE,FALSE
ORD00701,CUST0111,RIDER036,FAC04,02-05-2023,22.33.35,Premium Care,3.8,599,10,2048.58,UPI,Completed,03-05-2023 1.51,04-05-2023 1.55,2.6,TRUE,FALSE
ORD00702,CUST0353,RIDER016,FAC01,21-03-2023,15.07.29,Premium Care,3.8,599,0,2276.2,Debit Card,Completed,21-03-2023 16.36,22-03-2023 1.18,4.4,FALSE,FALSE
ORD00703,CUST0376,RIDER027,FAC01,08-11-2023,6.32.20,Dry Clean,6.7,399,20,2138.64,UPI,Completed,08-11-2023 7.18,09-11-2023 0.47,4.4,FALSE,FALSE
ORD00704,CUST0381,RIDER002,FAC05,16-03-2023,5.18.19,Premium Care,6.5,599,0,3893.5,Debit Card,Cancelled,,,,FALSE,TRUE
ORD00705,CUST0146,RIDER059,FAC04,24-05-2024,13.40.17,Premium Care,4.3,599,0,2575.7,Cash,Completed,24-05-2024 14.56,25-05-2024 5.49,2.5,FALSE,FALSE
ORD00706,CUST0190,RIDER031,FAC02,17-10-2023,12.20.01,Premium Care,6,599,0,3594,Debit Card,Cancelled,,,,FALSE,FALSE
ORD00707,CUST0430,RIDER031,FAC04,06-03-2023,23.03.39,Wash & Fold,4.9,199,0,975.1,UPI,Completed,07-03-2023 1.38,07-03-2023 10.57,4.4,FALSE,FALSE
ORD00708,CUST0387,RIDER036,FAC08,20-09-2023,10.19.29,Dry Clean,1.3,399,10,466.83,Wallet,Cancelled,,,,FALSE,FALSE
ORD00709,CUST0054,RIDER028,FAC02,03-07-2023,2.29.59,Ironing,4.2,149,0,625.8,Cash,Cancelled,,,,TRUE,TRUE
ORD00710,CUST0412,RIDER034,FAC08,08-02-2024,20.21.56,Wash & Fold,2.2,199,0,437.8,Credit Card,Completed,08-02-2024 21.00,09-02-2024 11.58,4.4,FALSE,FALSE
ORD00711,CUST0289,RIDER042,FAC03,19-08-2023,11.50.24,Wash & Fold,4,199,0,796,Credit Card,Delayed,19-08-2023 13.17,20-08-2023 3.52,,FALSE,FALSE
ORD00712,CUST0475,RIDER048,FAC03,15-09-2024,13.31.57,Premium Care,7.7,599,0,4612.3,Credit Card,Cancelled,,,,FALSE,FALSE
ORD00713,CUST0103,RIDER045,FAC02,08-01-2023,15.04.48,Ironing,3.9,149,0,581.1,Wallet,Completed,08-01-2023 19.03,09-01-2023 3.33,3.6,TRUE,FALSE
ORD00714,CUST0146,RIDER053,FAC07,06-04-2024,17.26.03,Dry Clean,1.5,399,10,538.65,Wallet,Completed,06-04-2024 19.08,07-04-2024 2.46,4.3,FALSE,FALSE
ORD00715,CUST0144,RIDER012,FAC05,26-12-2024,16.45.43,Ironing,4.9,149,10,657.09,Wallet,Completed,26-12-2024 17.31,27-12-2024 4.44,2.8,FALSE,FALSE
ORD00716,CUST0316,RIDER043,FAC08,18-08-2024,0.17.16,Wash & Iron,3.3,299,10,888.03,Credit Card,Cancelled,,,,FALSE,FALSE
ORD00717,CUST0459,RIDER004,FAC03,18-06-2023,2.47.54,Wash & Fold,7.5,199,10,1343.25,Wallet,Completed,18-06-2023 3.52,19-06-2023 3.15,4.5,FALSE,FALSE
ORD00718,CUST0160,RIDER054,FAC06,24-08-2023,0.05.45,Premium Care,6.3,599,0,3773.7,Wallet,Completed,24-08-2023 1.54,24-08-2023 16.48,2.7,FALSE,FALSE
ORD00719,CUST0062,RIDER036,FAC07,10-05-2023,0.37.56,Ironing,6,149,20,715.2,Debit Card,Cancelled,,,,FALSE,FALSE
ORD00720,CUST0481,RIDER013,FAC07,26-10-2024,9.17.44,Wash & Iron,6.4,299,0,1913.6,Debit Card,Completed,26-10-2024 10.32,27-10-2024 5.36,2.9,FALSE,TRUE
ORD00721,CUST0258,RIDER059,FAC01,10-12-2023,8.58.44,Ironing,4.7,149,0,700.3,Wallet,Completed,10-12-2023 10.37,11-12-2023 11.51,3.2,FALSE,FALSE
ORD00722,CUST0442,RIDER046,FAC08,06-11-2023,8.44.18,Wash & Fold,8,199,10,1432.8,Wallet,Completed,06-11-2023 11.25,07-11-2023 13.33,4.1,FALSE,FALSE
ORD00723,CUST0091,RIDER056,FAC03,10-11-2024,14.00.16,Premium Care,6.7,599,0,4013.3,UPI,Completed,10-11-2024 16.38,11-11-2024 13.54,3.5,FALSE,TRUE
ORD00724,CUST0009,RIDER022,FAC06,10-05-2024,3.27.14,Wash & Fold,3.2,199,20,509.44,Credit Card,Completed,10-05-2024 7.23,10-05-2024 19.07,4.8,FALSE,FALSE
ORD00725,CUST0257,RIDER010,FAC05,06-02-2024,1.17.01,Wash & Fold,7.6,199,0,1512.4,UPI,Delayed,06-02-2024 4.07,06-02-2024 13.56,,FALSE,TRUE
ORD00726,CUST0141,RIDER036,FAC06,17-04-2024,15.48.11,Dry Clean,5.8,399,0,2314.2,UPI,Delayed,17-04-2024 18.55,18-04-2024 17.00,,FALSE,FALSE
ORD00727,CUST0163,RIDER038,FAC01,24-06-2024,19.49.37,Wash & Fold,5,199,0,995,Credit Card,Completed,24-06-2024 23.32,25-06-2024 9.59,4.5,FALSE,FALSE
ORD00728,CUST0195,RIDER046,FAC05,05-03-2023,3.04.28,Dry Clean,3.2,399,10,1149.12,Credit Card,Completed,05-03-2023 6.11,06-03-2023 3.05,3.2,FALSE,FALSE
ORD00729,CUST0182,RIDER038,FAC06,10-10-2024,18.39.34,Dry Clean,2.9,399,0,1157.1,Debit Card,Completed,10-10-2024 20.04,11-10-2024 11.09,4.4,FALSE,FALSE
ORD00730,CUST0223,RIDER023,FAC05,17-06-2024,15.21.05,Dry Clean,1.3,399,20,414.96,Credit Card,Completed,17-06-2024 16.23,18-06-2024 11.37,3.4,FALSE,FALSE
ORD00731,CUST0265,RIDER043,FAC03,31-07-2024,4.58.49,Ironing,1.6,149,10,214.56,Cash,Completed,31-07-2024 6.14,31-07-2024 19.46,2.8,FALSE,FALSE
ORD00732,CUST0216,RIDER031,FAC06,21-10-2023,12.45.21,Premium Care,7.3,599,0,4372.7,Debit Card,Completed,21-10-2023 15.27,22-10-2023 14.07,4.1,TRUE,FALSE
ORD00733,CUST0356,RIDER028,FAC07,26-08-2023,21.23.29,Dry Clean,4.3,399,0,1715.7,Cash,Completed,26-08-2023 23.25,27-08-2023 18.42,4.6,FALSE,FALSE
ORD00734,CUST0216,RIDER028,FAC05,20-09-2023,10.30.26,Wash & Iron,5.7,299,0,1704.3,Wallet,Completed,20-09-2023 13.40,21-09-2023 13.54,3.5,TRUE,FALSE
ORD00735,CUST0067,RIDER043,FAC06,17-12-2024,9.55.02,Ironing,7.2,149,30,750.96,UPI,Cancelled,,,,FALSE,FALSE
ORD00736,CUST0089,RIDER020,FAC05,17-08-2024,19.58.39,Dry Clean,6.6,399,0,2633.4,UPI,Completed,17-08-2024 22.05,18-08-2024 17.20,3,FALSE,FALSE
ORD00737,CUST0282,RIDER044,FAC07,16-07-2024,10.50.36,Dry Clean,2.1,399,0,837.9,Credit Card,Completed,16-07-2024 11.21,16-07-2024 21.25,4.8,FALSE,FALSE
ORD00738,CUST0168,RIDER058,FAC05,02-07-2024,12.58.17,Dry Clean,6.3,399,0,2513.7,Cash,Completed,02-07-2024 14.35,03-07-2024 15.13,4,FALSE,FALSE
ORD00739,CUST0422,RIDER001,FAC07,04-06-2024,7.24.22,Premium Care,1.2,599,20,575.04,UPI,Completed,04-06-2024 10.35,05-06-2024 0.55,4.1,TRUE,TRUE
ORD00740,CUST0346,RIDER053,FAC08,14-06-2023,1.39.22,Ironing,4,149,0,596,UPI,Delayed,14-06-2023 2.47,14-06-2023 13.07,,FALSE,FALSE
ORD00741,CUST0052,RIDER042,FAC07,20-05-2023,10.27.26,Dry Clean,3.8,399,0,1516.2,UPI,Completed,20-05-2023 12.35,20-05-2023 22.26,2.9,TRUE,FALSE
ORD00742,CUST0133,RIDER048,FAC02,17-06-2024,1.32.02,Wash & Iron,1.1,299,10,296.01,Wallet,Delayed,17-06-2024 3.26,18-06-2024 0.55,,FALSE,FALSE
ORD00743,CUST0218,RIDER035,FAC07,25-01-2024,23.06.22,Ironing,6.5,149,10,871.65,UPI,Cancelled,,,,FALSE,FALSE
ORD00744,CUST0145,RIDER003,FAC02,26-12-2024,14.19.22,Premium Care,2.8,599,0,1677.2,Cash,Cancelled,,,,FALSE,TRUE
ORD00745,CUST0151,RIDER023,FAC07,10-04-2024,12.17.16,Ironing,2.8,149,0,417.2,UPI,Completed,10-04-2024 15.28,10-04-2024 23.25,3.6,FALSE,TRUE
ORD00746,CUST0373,RIDER010,FAC08,28-03-2023,17.55.38,Ironing,6.1,149,0,908.9,Cash,Completed,28-03-2023 19.17,29-03-2023 3.59,4.7,FALSE,FALSE
ORD00747,CUST0168,RIDER024,FAC01,24-04-2024,10.12.31,Dry Clean,7.4,399,20,2362.08,Credit Card,Delayed,24-04-2024 13.34,25-04-2024 6.54,,FALSE,FALSE
ORD00748,CUST0206,RIDER002,FAC03,23-09-2024,1.39.33,Wash & Fold,3.7,199,30,515.41,Debit Card,Completed,23-09-2024 3.20,23-09-2024 22.24,4.3,FALSE,TRUE
ORD00749,CUST0438,RIDER051,FAC04,09-12-2024,15.22.26,Wash & Iron,7.8,299,10,2098.98,UPI,Cancelled,,,,FALSE,FALSE
ORD00750,CUST0466,RIDER012,FAC05,13-08-2024,20.49.50,Wash & Iron,2.9,299,10,780.39,Debit Card,Completed,13-08-2024 22.17,14-08-2024 18.35,2.5,FALSE,FALSE
ORD00751,CUST0167,RIDER015,FAC02,25-05-2024,11.20.03,Dry Clean,2.9,399,0,1157.1,Wallet,Delayed,25-05-2024 12.56,25-05-2024 23.58,,FALSE,FALSE
ORD00752,CUST0176,RIDER022,FAC06,04-10-2024,7.55.51,Wash & Iron,5.1,299,10,1372.41,Debit Card,Completed,04-10-2024 10.19,05-10-2024 3.00,4.6,FALSE,FALSE
ORD00753,CUST0496,RIDER006,FAC08,23-01-2024,13.33.41,Dry Clean,4.7,399,0,1875.3,Wallet,Completed,23-01-2024 14.57,24-01-2024 0.14,5,TRUE,FALSE
ORD00754,CUST0086,RIDER040,FAC06,16-02-2024,8.18.20,Ironing,3.1,149,10,415.71,Wallet,Completed,16-02-2024 11.09,16-02-2024 19.56,3.6,FALSE,TRUE
ORD00755,CUST0436,RIDER008,FAC02,09-08-2023,12.02.59,Premium Care,6.2,599,30,2599.66,Cash,Completed,09-08-2023 15.46,10-08-2023 2.21,3,FALSE,FALSE
ORD00756,CUST0462,RIDER039,FAC05,19-05-2023,17.45.48,Dry Clean,6.4,399,30,1787.52,Debit Card,Completed,19-05-2023 20.11,20-05-2023 9.57,4.4,FALSE,FALSE
ORD00757,CUST0423,RIDER060,FAC08,17-06-2024,11.41.52,Ironing,4.5,149,0,670.5,Credit Card,Completed,17-06-2024 15.12,18-06-2024 8.02,4.8,FALSE,FALSE
ORD00758,CUST0499,RIDER027,FAC07,18-02-2024,17.36.30,Ironing,6.3,149,10,844.83,Credit Card,Delayed,18-02-2024 21.17,19-02-2024 12.29,,FALSE,FALSE
ORD00759,CUST0313,RIDER016,FAC03,18-04-2023,15.10.12,Premium Care,5.3,599,30,2222.29,Wallet,Cancelled,,,,FALSE,FALSE
ORD00760,CUST0468,RIDER011,FAC08,15-10-2023,14.48.58,Wash & Fold,6.2,199,20,987.04,Debit Card,Delayed,15-10-2023 16.40,16-10-2023 9.16,,FALSE,FALSE
ORD00761,CUST0309,RIDER029,FAC04,02-01-2024,17.51.57,Dry Clean,3.3,399,0,1316.7,Credit Card,Completed,02-01-2024 19.05,03-01-2024 10.52,4.9,FALSE,TRUE
ORD00762,CUST0017,RIDER044,FAC07,14-04-2024,3.30.09,Ironing,7.1,149,20,846.32,Wallet,Completed,14-04-2024 5.37,15-04-2024 5.57,5,FALSE,TRUE
ORD00763,CUST0013,RIDER029,FAC08,20-11-2023,23.06.49,Ironing,7.2,149,0,1072.8,UPI,Delayed,21-11-2023 2.19,21-11-2023 22.02,,FALSE,FALSE
ORD00764,CUST0054,RIDER010,FAC05,30-09-2024,17.04.36,Wash & Fold,3.5,199,10,626.85,Wallet,Cancelled,,,,FALSE,TRUE
ORD00765,CUST0329,RIDER045,FAC02,12-05-2023,5.31.15,Ironing,3.9,149,0,581.1,Cash,Completed,12-05-2023 8.48,12-05-2023 19.46,4.7,FALSE,FALSE
ORD00766,CUST0390,RIDER009,FAC03,21-07-2023,22.44.34,Ironing,3.1,149,0,461.9,Wallet,Completed,22-07-2023 1.41,22-07-2023 20.06,3.2,FALSE,FALSE
ORD00767,CUST0151,RIDER010,FAC03,09-10-2023,17.40.11,Ironing,3.1,149,10,415.71,Credit Card,Cancelled,,,,FALSE,FALSE
ORD00768,CUST0261,RIDER048,FAC07,19-07-2023,20.31.37,Dry Clean,1.2,399,0,478.8,Cash,Completed,19-07-2023 21.32,20-07-2023 5.29,4,FALSE,FALSE
ORD00769,CUST0446,RIDER034,FAC08,02-05-2023,1.45.18,Premium Care,7,599,0,4193,Credit Card,Completed,02-05-2023 3.34,03-05-2023 4.32,3.7,FALSE,FALSE
ORD00770,CUST0333,RIDER013,FAC06,20-02-2023,7.04.33,Ironing,2.6,149,0,387.4,Cash,Completed,20-02-2023 8.32,21-02-2023 7.07,3.6,FALSE,FALSE
ORD00771,CUST0169,RIDER033,FAC02,14-10-2024,10.18.31,Premium Care,7.3,599,10,3935.43,Debit Card,Completed,14-10-2024 13.08,15-10-2024 3.30,3.9,FALSE,FALSE
ORD00772,CUST0094,RIDER045,FAC04,08-11-2024,18.44.02,Wash & Fold,7.8,199,0,1552.2,Credit Card,Cancelled,,,,FALSE,FALSE
ORD00773,CUST0463,RIDER009,FAC05,01-02-2023,5.59.36,Premium Care,2.9,599,0,1737.1,UPI,Delayed,01-02-2023 7.09,02-02-2023 5.14,,FALSE,FALSE
ORD00774,CUST0060,RIDER029,FAC02,14-08-2024,14.45.12,Premium Care,4.3,599,0,2575.7,Cash,Completed,14-08-2024 16.22,15-08-2024 11.10,3,FALSE,FALSE
ORD00775,CUST0302,RIDER052,FAC08,14-01-2024,10.38.16,Ironing,5,149,0,745,UPI,Completed,14-01-2024 13.39,15-01-2024 5.54,3.1,FALSE,FALSE
ORD00776,CUST0128,RIDER022,FAC05,05-05-2024,5.04.56,Dry Clean,3.3,399,0,1316.7,Wallet,Completed,05-05-2024 8.54,05-05-2024 23.02,3.8,FALSE,TRUE
ORD00777,CUST0222,RIDER044,FAC05,10-08-2024,16.16.26,Dry Clean,4.4,399,0,1755.6,UPI,Cancelled,,,,FALSE,FALSE
ORD00778,CUST0164,RIDER050,FAC08,10-05-2024,11.00.01,Premium Care,6.8,599,0,4073.2,UPI,Completed,10-05-2024 14.10,11-05-2024 2.00,4.2,FALSE,FALSE
ORD00779,CUST0081,RIDER021,FAC08,05-06-2024,20.53.09,Dry Clean,3.3,399,0,1316.7,Wallet,Completed,06-06-2024 0.08,06-06-2024 23.41,4.5,FALSE,FALSE
ORD00780,CUST0425,RIDER048,FAC06,25-12-2024,13.27.50,Ironing,4.3,149,20,512.56,Cash,Completed,25-12-2024 15.15,26-12-2024 5.13,3.3,FALSE,FALSE
ORD00781,CUST0010,RIDER053,FAC04,05-01-2023,9.44.36,Wash & Iron,1.4,299,0,418.6,Credit Card,Delayed,05-01-2023 13.03,06-01-2023 15.08,,FALSE,FALSE
ORD00782,CUST0111,RIDER040,FAC08,08-10-2024,15.53.21,Ironing,1.2,149,0,178.8,Debit Card,Completed,08-10-2024 17.31,09-10-2024 11.00,2.8,FALSE,FALSE
ORD00783,CUST0362,RIDER032,FAC04,08-01-2024,13.56.00,Premium Care,4.3,599,30,1802.99,Debit Card,Completed,08-01-2024 17.10,09-01-2024 9.06,5,FALSE,TRUE
ORD00784,CUST0167,RIDER050,FAC07,13-02-2023,14.03.04,Ironing,2.9,149,0,432.1,Credit Card,Completed,13-02-2023 14.56,14-02-2023 1.51,4.7,FALSE,FALSE
ORD00785,CUST0150,RIDER045,FAC01,12-03-2024,9.23.21,Wash & Fold,4.1,199,0,815.9,Credit Card,Cancelled,,,,FALSE,TRUE
ORD00786,CUST0117,RIDER030,FAC06,02-09-2024,10.15.03,Ironing,7.7,149,0,1147.3,Debit Card,Completed,02-09-2024 13.21,03-09-2024 0.52,3,FALSE,FALSE
ORD00787,CUST0271,RIDER004,FAC06,13-04-2024,20.14.03,Wash & Fold,2,199,10,358.2,UPI,Completed,13-04-2024 22.07,14-04-2024 13.58,3.9,FALSE,FALSE
ORD00788,CUST0048,RIDER036,FAC02,09-11-2024,3.24.26,Ironing,6.5,149,0,968.5,Wallet,Cancelled,,,,FALSE,FALSE
ORD00789,CUST0221,RIDER053,FAC05,23-10-2024,8.50.54,Wash & Fold,5,199,0,995,Cash,Delayed,23-10-2024 12.49,24-10-2024 10.53,,FALSE,FALSE
ORD00790,CUST0379,RIDER053,FAC07,27-07-2024,22.46.35,Dry Clean,5.6,399,0,2234.4,UPI,Delayed,28-07-2024 1.17,28-07-2024 18.01,,FALSE,FALSE
ORD00791,CUST0394,RIDER021,FAC08,29-04-2024,10.25.10,Wash & Iron,1.1,299,0,328.9,Credit Card,Completed,29-04-2024 11.26,30-04-2024 11.00,4.4,FALSE,FALSE
